days,date,Jam,Deposit,Coin,Transaksi,Jumlah,Buy,Sell,Penarikan
Minggu,10,8,500.000,mtc,472,821,1.555.345.355,362,2.000.000
Rabu,3,9,100.000,mtc,275,244,2.000.000,209,500.000
Rabu,24,2,500.000,mtc,327,113,100.000,404,100.000
Kamis,14,3,100.000,mtc,362,768,1.555.345.355,363,100.000
Rabu,5,5,50.000,mtc,303,607,2.000.000,415,500.000
Kamis,7,0,500.000,bnb,545,679,2.000.000,429,100.000
Kamis,12,2,100.000,mtc,254,17,100.000,236,500.000
Minggu,23,9,50.000,bnb,384,804,1.555.345.355,358,500.000
Kamis,22,4,100.000,bnb,508,155,2.000.000,136,500.000
Kamis,10,6,500.000,bnb,562,201,2.000.000,272,2.000.000
Minggu,26,0,500.000,bnb,223,588,100.000,313,2.000.000
Jumat,19,8,100.000,btc,584,589,1.555.345.355,327,2.000.000
Rabu,15,3,100.000,bnb,276,423,100.000,121,500.000
Sabtu,7,5,100.000,mtc,200,669,1.555.345.355,247,2.000.000
Selasa,14,11,500.000,btc,348,52,100.000,352,2.000.000
Kamis,21,11,100.000,bnb,430,886,1.555.345.355,481,100.000
Selasa,4,10,100.000,bnb,388,880,1.555.345.355,397,100.000
Selasa,18,9,100.000,bnb,250,714,2.000.000,495,100.000
Jumat,7,11,50.000,mtc,581,299,100.000,102,2.000.000
Kamis,17,10,100.000,mtc,293,749,1.555.345.355,274,100.000
Minggu,15,1,100.000,mtc,471,528,1.555.345.355,256,500.000
Kamis,5,0,100.000,mtc,499,803,2.000.000,132,2.000.000
Selasa,14,11,100.000,mtc,266,461,2.000.000,202,500.000
Selasa,26,4,500.000,mtc,433,625,1.555.345.355,201,500.000
Jumat,26,6,100.000,mtc,534,398,100.000,138,2.000.000
Rabu,21,6,500.000,bnb,594,600,100.000,338,2.000.000
Senin,21,6,500.000,btc,321,537,1.555.345.355,276,500.000
Selasa,12,4,500.000,bnb,492,190,2.000.000,417,2.000.000
Kamis,18,0,500.000,bnb,440,754,100.000,106,500.000
Kamis,22,6,100.000,bnb,470,505,1.555.345.355,244,100.000
Sabtu,27,9,500.000,btc,423,70,100.000,108,2.000.000
Sabtu,5,11,500.000,mtc,355,997,2.000.000,319,500.000
Minggu,2,6,50.000,mtc,418,702,2.000.000,265,100.000
Selasa,9,3,500.000,mtc,218,703,100.000,397,2.000.000
Senin,11,8,100.000,bnb,396,893,1.555.345.355,264,2.000.000
Minggu,29,6,100.000,mtc,569,78,2.000.000,457,500.000
Sabtu,1,9,500.000,btc,538,479,2.000.000,165,500.000
Minggu,17,9,500.000,bnb,224,131,2.000.000,323,500.000
Selasa,21,10,50.000,btc,427,996,2.000.000,200,500.000
Rabu,5,7,100.000,bnb,522,592,100.000,471,100.000
Selasa,17,8,100.000,bnb,461,112,100.000,151,500.000
Sabtu,6,7,100.000,btc,203,613,2.000.000,251,500.000
Sabtu,12,2,100.000,bnb,352,853,1.555.345.355,115,2.000.000
Senin,20,5,100.000,bnb,207,703,100.000,364,500.000
Jumat,3,10,50.000,bnb,257,264,1.555.345.355,181,500.000
Minggu,20,5,50.000,mtc,485,720,100.000,122,2.000.000
Minggu,3,6,50.000,btc,558,38,100.000,474,500.000
Sabtu,13,8,50.000,mtc,322,336,100.000,429,2.000.000
Kamis,17,0,100.000,mtc,450,723,1.555.345.355,161,100.000
Senin,1,2,50.000,btc,507,876,100.000,199,2.000.000
Jumat,18,11,50.000,btc,513,610,1.555.345.355,169,100.000
Kamis,25,1,500.000,mtc,382,834,1.555.345.355,124,500.000
Selasa,3,6,500.000,btc,276,534,1.555.345.355,137,500.000
Sabtu,20,10,50.000,bnb,389,449,2.000.000,249,2.000.000
Senin,17,10,100.000,mtc,308,166,1.555.345.355,179,100.000
Selasa,5,11,50.000,bnb,277,316,100.000,403,2.000.000
Jumat,24,0,100.000,bnb,350,543,1.555.345.355,474,100.000
Rabu,20,2,500.000,mtc,497,395,1.555.345.355,237,500.000
Kamis,3,0,50.000,btc,549,874,100.000,321,2.000.000
Rabu,18,7,50.000,btc,444,78,1.555.345.355,332,500.000
Sabtu,16,11,50.000,bnb,476,162,1.555.345.355,305,500.000
Rabu,2,6,500.000,mtc,503,773,1.555.345.355,409,2.000.000
Rabu,4,1,500.000,bnb,223,520,100.000,299,2.000.000
Kamis,28,3,500.000,btc,481,372,1.555.345.355,434,100.000
Selasa,27,0,100.000,bnb,267,507,100.000,103,100.000
Jumat,20,11,50.000,mtc,287,249,100.000,115,500.000
Jumat,6,11,50.000,btc,529,478,1.555.345.355,148,500.000
Senin,19,9,100.000,mtc,283,415,1.555.345.355,302,500.000
Rabu,3,6,500.000,btc,304,92,1.555.345.355,264,100.000
Jumat,26,0,100.000,btc,416,902,1.555.345.355,336,2.000.000
Senin,24,6,100.000,mtc,257,215,2.000.000,289,2.000.000
Rabu,7,9,100.000,btc,518,276,2.000.000,122,100.000
Sabtu,11,8,100.000,btc,427,921,1.555.345.355,216,2.000.000
Senin,20,2,50.000,bnb,480,981,1.555.345.355,309,500.000
Sabtu,11,10,100.000,btc,231,884,2.000.000,389,100.000
Jumat,12,11,50.000,btc,444,340,2.000.000,401,100.000
Selasa,12,0,500.000,bnb,354,536,1.555.345.355,340,100.000
Sabtu,4,10,50.000,btc,294,717,100.000,436,2.000.000
Senin,15,3,100.000,mtc,575,586,1.555.345.355,455,2.000.000
Minggu,17,7,100.000,mtc,447,694,2.000.000,363,100.000
Jumat,12,10,50.000,bnb,446,562,2.000.000,190,2.000.000
Sabtu,15,10,100.000,btc,468,83,1.555.345.355,285,100.000
Senin,6,8,50.000,bnb,254,827,100.000,460,100.000
Rabu,25,0,100.000,mtc,565,58,100.000,411,500.000
Kamis,18,8,100.000,bnb,374,596,100.000,420,500.000
Senin,2,3,50.000,mtc,233,773,100.000,248,500.000
Kamis,7,8,50.000,mtc,437,879,2.000.000,149,100.000
Jumat,3,1,500.000,mtc,220,333,2.000.000,458,100.000
Rabu,2,1,500.000,mtc,399,537,100.000,133,500.000
Rabu,18,3,500.000,bnb,398,654,100.000,274,2.000.000
Selasa,7,11,50.000,btc,540,994,2.000.000,285,100.000
Jumat,1,7,500.000,btc,319,308,100.000,103,100.000
Sabtu,3,8,100.000,btc,571,557,100.000,338,2.000.000
Selasa,10,6,100.000,bnb,408,383,2.000.000,179,2.000.000
Jumat,12,1,500.000,mtc,369,590,1.555.345.355,305,100.000
Selasa,12,0,500.000,bnb,539,726,2.000.000,431,2.000.000
Jumat,30,7,500.000,mtc,284,945,100.000,209,100.000
Rabu,17,4,500.000,bnb,533,924,1.555.345.355,256,100.000
Rabu,8,1,100.000,btc,213,448,100.000,423,100.000
Minggu,23,0,100.000,btc,487,266,100.000,131,100.000
Senin,19,9,100.000,mtc,410,65,2.000.000,292,500.000
Selasa,12,7,500.000,mtc,478,87,1.555.345.355,419,100.000
Jumat,5,10,500.000,btc,539,982,1.555.345.355,164,500.000
Sabtu,22,10,500.000,bnb,352,38,100.000,436,100.000
Rabu,6,6,100.000,mtc,491,585,1.555.345.355,201,2.000.000
Senin,5,6,100.000,btc,450,382,1.555.345.355,246,100.000
Sabtu,15,0,500.000,mtc,362,721,2.000.000,208,100.000
Selasa,19,11,50.000,mtc,405,193,1.555.345.355,190,100.000
Sabtu,4,6,500.000,mtc,425,691,2.000.000,287,100.000
Rabu,30,10,500.000,btc,525,940,1.555.345.355,117,100.000
Sabtu,11,3,50.000,bnb,493,984,100.000,146,500.000
Senin,25,5,100.000,bnb,551,558,1.555.345.355,132,2.000.000
Senin,18,5,50.000,mtc,221,475,100.000,144,2.000.000
Sabtu,29,0,50.000,btc,206,456,1.555.345.355,413,2.000.000
Sabtu,14,10,50.000,bnb,512,234,1.555.345.355,335,500.000
Minggu,28,7,500.000,btc,276,19,100.000,214,500.000
Minggu,16,8,100.000,mtc,516,182,1.555.345.355,350,100.000
Senin,18,9,500.000,bnb,574,167,100.000,498,2.000.000
Selasa,19,4,50.000,mtc,400,105,1.555.345.355,370,100.000
Minggu,12,9,50.000,btc,550,649,1.555.345.355,208,100.000
Kamis,12,11,50.000,btc,275,21,100.000,273,100.000
Sabtu,19,5,500.000,bnb,358,508,2.000.000,222,500.000
Minggu,27,10,100.000,mtc,337,872,100.000,219,2.000.000
Selasa,2,0,500.000,btc,378,990,1.555.345.355,136,100.000
Rabu,22,6,500.000,bnb,220,122,2.000.000,326,2.000.000
Kamis,19,4,50.000,mtc,367,766,2.000.000,180,500.000
Minggu,6,4,50.000,btc,452,26,2.000.000,203,2.000.000
Rabu,21,3,50.000,mtc,246,74,2.000.000,238,100.000
Rabu,5,9,50.000,mtc,215,722,100.000,118,500.000
Senin,24,7,500.000,btc,507,393,100.000,288,100.000
Rabu,17,1,500.000,bnb,285,359,2.000.000,399,100.000
Rabu,19,9,100.000,bnb,445,252,2.000.000,315,500.000
Jumat,9,3,500.000,btc,244,411,2.000.000,419,100.000
Senin,4,1,50.000,bnb,472,745,100.000,482,500.000
Sabtu,23,4,50.000,mtc,362,464,1.555.345.355,301,2.000.000
Minggu,25,10,500.000,bnb,270,984,1.555.345.355,436,500.000
Selasa,15,9,50.000,btc,261,908,1.555.345.355,454,500.000
Sabtu,27,6,500.000,mtc,454,690,1.555.345.355,455,100.000
Selasa,13,8,100.000,mtc,238,989,1.555.345.355,491,2.000.000
Sabtu,30,4,100.000,mtc,352,182,2.000.000,256,500.000
Kamis,1,2,500.000,bnb,587,595,1.555.345.355,367,2.000.000
Kamis,28,10,50.000,bnb,203,381,2.000.000,245,2.000.000
Sabtu,26,6,50.000,mtc,226,11,1.555.345.355,350,500.000
Senin,11,7,50.000,btc,588,755,100.000,332,2.000.000
Selasa,18,8,50.000,mtc,309,868,100.000,142,2.000.000
Senin,18,6,500.000,bnb,473,644,100.000,287,500.000
Selasa,29,6,50.000,mtc,546,534,1.555.345.355,119,500.000
Selasa,4,8,100.000,bnb,498,74,1.555.345.355,168,100.000
Rabu,16,8,500.000,bnb,260,297,100.000,170,100.000
Minggu,11,2,500.000,mtc,332,193,1.555.345.355,374,2.000.000
Kamis,4,2,500.000,btc,429,219,100.000,426,100.000
Senin,7,6,50.000,bnb,440,1,2.000.000,155,500.000
Sabtu,11,1,50.000,bnb,521,277,2.000.000,342,500.000
Minggu,19,8,50.000,btc,234,191,2.000.000,256,500.000
Senin,10,10,50.000,mtc,596,344,2.000.000,435,500.000
Minggu,6,10,500.000,mtc,568,815,2.000.000,439,500.000
Rabu,17,8,100.000,btc,446,276,2.000.000,403,100.000
Sabtu,25,2,500.000,bnb,585,717,1.555.345.355,340,2.000.000
Minggu,19,10,50.000,mtc,530,209,100.000,121,100.000
Selasa,21,8,50.000,btc,292,142,100.000,104,500.000
Rabu,17,5,100.000,bnb,262,636,1.555.345.355,183,2.000.000
Rabu,5,11,500.000,mtc,401,165,1.555.345.355,488,2.000.000
Sabtu,18,11,50.000,bnb,586,587,100.000,444,500.000
Senin,21,1,500.000,btc,452,496,1.555.345.355,272,2.000.000
Kamis,10,5,100.000,mtc,594,656,2.000.000,176,2.000.000
Minggu,28,3,50.000,bnb,286,477,100.000,209,500.000
Selasa,16,11,500.000,mtc,483,81,2.000.000,433,2.000.000
Rabu,10,9,100.000,bnb,572,546,100.000,168,2.000.000
Sabtu,6,4,100.000,mtc,460,82,2.000.000,195,500.000
Selasa,11,1,50.000,bnb,334,232,1.555.345.355,476,2.000.000
Kamis,25,0,100.000,mtc,201,290,2.000.000,115,2.000.000
Kamis,6,2,50.000,bnb,464,265,1.555.345.355,278,500.000
Kamis,19,11,50.000,bnb,290,739,2.000.000,401,100.000
Jumat,16,7,50.000,btc,214,23,2.000.000,230,2.000.000
Minggu,18,3,50.000,btc,377,681,2.000.000,301,100.000
Minggu,11,8,50.000,btc,207,600,2.000.000,124,2.000.000
Kamis,4,0,100.000,btc,454,559,1.555.345.355,143,500.000
Kamis,18,1,100.000,mtc,396,713,100.000,151,2.000.000
Rabu,18,11,100.000,mtc,556,304,2.000.000,126,500.000
Selasa,27,7,100.000,bnb,386,119,2.000.000,376,100.000
Kamis,24,10,500.000,mtc,268,313,2.000.000,449,500.000
Sabtu,11,5,50.000,btc,383,40,100.000,219,100.000
Senin,25,4,100.000,bnb,203,401,2.000.000,397,500.000
Rabu,27,5,50.000,btc,323,809,1.555.345.355,287,500.000
Selasa,24,3,500.000,mtc,527,72,1.555.345.355,104,100.000
Sabtu,14,7,100.000,bnb,389,210,100.000,124,500.000
Rabu,28,0,50.000,btc,353,799,1.555.345.355,468,2.000.000
Selasa,14,6,50.000,btc,592,212,100.000,176,100.000
Minggu,21,0,500.000,btc,399,55,1.555.345.355,363,2.000.000
Senin,2,8,50.000,bnb,243,75,1.555.345.355,280,100.000
Kamis,27,6,100.000,mtc,432,664,1.555.345.355,373,500.000
Senin,9,0,500.000,bnb,478,149,100.000,240,100.000
Senin,17,10,50.000,bnb,444,633,2.000.000,428,2.000.000
Jumat,8,10,100.000,mtc,518,260,100.000,483,100.000
Kamis,17,5,100.000,btc,563,331,100.000,443,100.000
Selasa,24,9,500.000,bnb,442,52,1.555.345.355,257,2.000.000
Selasa,3,3,50.000,bnb,260,372,1.555.345.355,161,100.000
Kamis,25,9,500.000,btc,331,14,1.555.345.355,393,100.000
Sabtu,17,3,500.000,bnb,490,913,1.555.345.355,409,2.000.000
Jumat,29,1,500.000,mtc,336,605,1.555.345.355,363,500.000
Rabu,26,4,50.000,btc,561,498,100.000,433,100.000
Sabtu,1,0,100.000,btc,358,894,2.000.000,317,2.000.000
Minggu,26,9,50.000,mtc,532,768,100.000,293,500.000
Senin,30,9,50.000,mtc,424,295,100.000,402,100.000
Rabu,13,11,50.000,bnb,218,194,100.000,452,2.000.000
Sabtu,5,10,50.000,mtc,272,87,1.555.345.355,335,100.000
Senin,24,11,50.000,btc,325,144,1.555.345.355,376,100.000
Rabu,5,11,50.000,btc,356,36,100.000,145,500.000
Minggu,19,3,100.000,bnb,552,497,1.555.345.355,417,500.000
Senin,12,8,100.000,btc,505,71,100.000,461,500.000
Jumat,4,0,100.000,btc,380,294,1.555.345.355,179,500.000
Rabu,8,7,50.000,bnb,495,46,2.000.000,494,2.000.000
Jumat,7,9,500.000,btc,401,93,2.000.000,185,100.000
Selasa,15,2,500.000,bnb,474,12,100.000,321,100.000
Jumat,11,5,500.000,mtc,378,331,100.000,367,2.000.000
Selasa,16,8,500.000,btc,496,97,100.000,175,2.000.000
Jumat,7,2,50.000,mtc,581,872,2.000.000,453,2.000.000
Jumat,13,2,500.000,mtc,385,86,2.000.000,229,100.000
Jumat,3,4,100.000,bnb,541,211,1.555.345.355,205,500.000
Minggu,29,9,100.000,mtc,514,289,100.000,186,100.000
Kamis,1,10,500.000,bnb,450,845,100.000,200,100.000
Jumat,26,0,50.000,btc,402,141,100.000,331,2.000.000
Kamis,8,6,500.000,btc,396,796,1.555.345.355,460,500.000
Minggu,28,8,50.000,bnb,336,355,1.555.345.355,189,500.000
Sabtu,14,11,100.000,btc,553,132,2.000.000,182,100.000
Rabu,23,0,500.000,btc,536,791,100.000,137,2.000.000
Selasa,1,6,500.000,bnb,590,143,2.000.000,265,100.000
Rabu,26,2,50.000,bnb,287,83,1.555.345.355,408,500.000
Rabu,24,1,100.000,mtc,344,615,1.555.345.355,228,2.000.000
Jumat,21,2,100.000,mtc,298,794,2.000.000,130,500.000
Kamis,26,5,100.000,bnb,251,900,2.000.000,315,2.000.000
Minggu,26,7,500.000,mtc,302,298,100.000,225,500.000
Kamis,15,6,50.000,bnb,494,772,1.555.345.355,421,2.000.000
Rabu,21,10,50.000,mtc,541,389,100.000,430,100.000
Kamis,28,4,500.000,btc,421,344,1.555.345.355,286,500.000
Rabu,19,0,100.000,bnb,432,948,2.000.000,188,100.000
Rabu,6,7,100.000,bnb,497,204,1.555.345.355,248,500.000
Rabu,29,6,500.000,btc,303,802,1.555.345.355,201,100.000
Senin,12,4,500.000,bnb,330,462,100.000,394,2.000.000
Kamis,17,6,100.000,btc,515,735,100.000,186,500.000
Jumat,15,1,500.000,btc,524,814,100.000,134,500.000
Rabu,6,1,100.000,mtc,404,149,1.555.345.355,207,2.000.000
Rabu,28,3,100.000,bnb,586,639,2.000.000,111,100.000
Senin,2,11,100.000,mtc,485,187,2.000.000,235,2.000.000
Rabu,17,2,50.000,mtc,309,357,2.000.000,299,100.000
Senin,22,6,100.000,bnb,453,982,2.000.000,351,2.000.000
Kamis,2,5,500.000,btc,363,253,1.555.345.355,293,500.000
Senin,28,10,100.000,mtc,522,124,1.555.345.355,328,500.000
Jumat,10,3,100.000,mtc,306,7,1.555.345.355,355,2.000.000
Kamis,9,7,50.000,bnb,541,511,2.000.000,450,500.000
Minggu,26,7,50.000,btc,434,261,2.000.000,170,500.000
Minggu,6,2,50.000,bnb,214,932,100.000,335,500.000
Jumat,18,8,50.000,bnb,328,907,1.555.345.355,453,2.000.000
Sabtu,20,6,50.000,bnb,466,619,2.000.000,347,100.000
Selasa,17,6,50.000,btc,583,893,100.000,143,100.000
Kamis,23,8,50.000,btc,397,590,100.000,335,2.000.000
Jumat,4,11,100.000,mtc,480,52,100.000,131,100.000
Rabu,29,4,500.000,btc,254,523,2.000.000,418,2.000.000
Jumat,14,9,100.000,bnb,581,410,100.000,166,100.000
Kamis,5,6,500.000,bnb,258,418,2.000.000,189,500.000
Rabu,12,0,100.000,bnb,510,589,2.000.000,491,500.000
Sabtu,6,8,100.000,mtc,381,500,2.000.000,264,2.000.000
Jumat,10,3,50.000,mtc,467,84,2.000.000,454,2.000.000
Kamis,7,10,50.000,btc,226,298,100.000,498,500.000
Selasa,2,9,100.000,mtc,503,765,2.000.000,310,2.000.000
Kamis,11,9,100.000,bnb,530,705,2.000.000,305,500.000
Sabtu,25,1,100.000,btc,258,610,2.000.000,177,500.000
Kamis,12,4,50.000,mtc,383,205,100.000,264,2.000.000
Minggu,27,6,500.000,btc,593,832,100.000,470,100.000
Selasa,15,5,500.000,btc,403,419,1.555.345.355,467,2.000.000
Senin,8,4,500.000,mtc,332,671,100.000,203,2.000.000
Sabtu,3,1,100.000,mtc,205,572,2.000.000,262,500.000
Minggu,10,1,50.000,mtc,512,683,2.000.000,296,100.000
Rabu,28,9,500.000,mtc,429,479,2.000.000,196,500.000
Selasa,17,5,500.000,btc,579,669,2.000.000,294,100.000
Jumat,19,4,500.000,mtc,209,512,100.000,133,100.000
Kamis,2,1,50.000,btc,272,933,1.555.345.355,492,500.000
Jumat,10,9,100.000,bnb,294,256,100.000,342,2.000.000
Senin,15,5,50.000,bnb,203,276,1.555.345.355,423,100.000
Sabtu,17,11,500.000,btc,380,731,2.000.000,337,100.000
Kamis,10,11,50.000,btc,222,741,2.000.000,193,2.000.000
Jumat,11,3,50.000,mtc,473,151,2.000.000,337,2.000.000
Rabu,8,4,500.000,btc,387,882,100.000,426,500.000
Selasa,27,8,100.000,bnb,301,691,2.000.000,147,500.000
Senin,28,4,500.000,btc,496,250,1.555.345.355,248,100.000
Sabtu,24,9,500.000,btc,225,555,1.555.345.355,111,500.000
Jumat,29,6,100.000,btc,476,507,100.000,459,2.000.000
Selasa,18,1,500.000,bnb,225,654,100.000,123,2.000.000
Sabtu,27,6,500.000,btc,429,729,1.555.345.355,203,100.000
Senin,15,11,50.000,btc,386,551,100.000,423,100.000
Jumat,12,0,500.000,bnb,235,734,1.555.345.355,281,500.000
Jumat,1,5,50.000,mtc,450,270,2.000.000,400,100.000
Minggu,27,5,100.000,mtc,521,128,2.000.000,331,100.000
Jumat,19,5,50.000,mtc,361,572,1.555.345.355,436,2.000.000
Jumat,6,4,500.000,btc,407,908,2.000.000,162,2.000.000
Selasa,20,1,100.000,btc,475,855,100.000,385,2.000.000
Minggu,2,8,100.000,btc,368,959,2.000.000,290,100.000
Selasa,13,6,500.000,mtc,235,42,1.555.345.355,273,100.000
Jumat,18,1,500.000,bnb,494,767,1.555.345.355,480,2.000.000
Rabu,20,8,500.000,mtc,373,823,2.000.000,218,500.000
Selasa,12,10,500.000,mtc,535,707,2.000.000,311,500.000
Sabtu,9,5,100.000,mtc,472,371,1.555.345.355,146,2.000.000
Kamis,17,1,100.000,bnb,595,671,100.000,156,100.000
Rabu,21,10,100.000,btc,592,149,100.000,473,500.000
Rabu,10,3,100.000,bnb,340,593,1.555.345.355,256,500.000
Rabu,20,9,50.000,mtc,446,843,100.000,131,100.000
Jumat,17,8,50.000,btc,315,787,100.000,366,500.000
Selasa,8,4,500.000,mtc,208,247,2.000.000,480,100.000
Senin,10,6,100.000,bnb,490,451,1.555.345.355,382,500.000
Sabtu,15,7,50.000,btc,329,674,100.000,325,100.000
Rabu,26,7,100.000,bnb,201,565,1.555.345.355,112,100.000
Minggu,16,1,500.000,mtc,289,553,100.000,401,2.000.000
Senin,15,4,500.000,mtc,495,150,100.000,233,100.000
Kamis,28,5,50.000,bnb,570,468,1.555.345.355,374,2.000.000
Selasa,3,6,50.000,btc,239,504,100.000,201,100.000
Kamis,21,1,100.000,btc,343,476,1.555.345.355,288,500.000
Minggu,25,3,50.000,bnb,494,817,1.555.345.355,332,500.000
Rabu,26,1,100.000,btc,476,112,2.000.000,498,100.000
Jumat,23,2,500.000,mtc,387,948,2.000.000,274,100.000
Selasa,26,5,100.000,mtc,219,669,100.000,266,2.000.000
Minggu,12,9,500.000,btc,488,848,1.555.345.355,140,100.000
Sabtu,18,6,100.000,btc,265,132,1.555.345.355,163,2.000.000
Jumat,7,10,50.000,bnb,490,74,2.000.000,150,500.000
Selasa,12,2,100.000,mtc,598,332,100.000,398,100.000
Rabu,26,8,100.000,mtc,337,881,1.555.345.355,325,100.000
Senin,17,2,100.000,btc,531,949,1.555.345.355,249,500.000
Kamis,15,9,50.000,mtc,455,313,100.000,292,500.000
Rabu,21,9,100.000,btc,592,607,1.555.345.355,282,500.000
Kamis,16,8,100.000,btc,446,40,1.555.345.355,212,100.000
Senin,30,9,100.000,bnb,384,309,1.555.345.355,410,100.000
Jumat,26,2,100.000,mtc,364,198,2.000.000,352,100.000
Rabu,1,2,50.000,bnb,312,390,100.000,190,2.000.000
Rabu,10,10,100.000,btc,493,101,1.555.345.355,177,100.000
Selasa,24,3,100.000,bnb,421,98,1.555.345.355,285,100.000
Selasa,4,10,500.000,btc,563,329,1.555.345.355,311,2.000.000
Minggu,4,6,500.000,mtc,431,677,1.555.345.355,137,100.000
Rabu,3,7,500.000,bnb,380,799,100.000,133,100.000
Minggu,20,6,500.000,btc,596,11,1.555.345.355,150,500.000
Rabu,19,6,500.000,bnb,397,175,2.000.000,321,500.000
Selasa,11,3,100.000,mtc,571,211,2.000.000,442,2.000.000
Jumat,3,11,500.000,mtc,592,821,1.555.345.355,454,500.000
Jumat,14,7,100.000,mtc,204,463,2.000.000,434,2.000.000
Senin,5,1,50.000,mtc,594,756,1.555.345.355,275,500.000
Senin,27,5,100.000,bnb,290,495,1.555.345.355,168,2.000.000
Minggu,28,7,100.000,bnb,396,234,2.000.000,487,500.000
Kamis,11,3,50.000,mtc,531,761,1.555.345.355,387,100.000
Minggu,27,5,500.000,bnb,285,776,1.555.345.355,151,2.000.000
Selasa,20,6,50.000,bnb,334,515,1.555.345.355,186,100.000
Sabtu,19,8,100.000,bnb,255,608,1.555.345.355,146,100.000
Senin,5,8,50.000,mtc,393,448,2.000.000,312,2.000.000
Rabu,6,11,50.000,btc,397,717,100.000,403,2.000.000
Selasa,12,6,500.000,btc,514,263,100.000,313,500.000
Jumat,18,9,50.000,btc,444,49,100.000,366,2.000.000
Sabtu,30,1,100.000,btc,215,459,1.555.345.355,201,2.000.000
Jumat,2,5,50.000,bnb,246,609,1.555.345.355,140,500.000
Selasa,1,5,50.000,bnb,315,481,2.000.000,213,2.000.000
Jumat,2,10,50.000,bnb,273,664,100.000,206,500.000
Rabu,3,2,50.000,bnb,400,541,1.555.345.355,442,100.000
Senin,6,8,500.000,bnb,576,175,100.000,362,500.000
Jumat,23,1,100.000,mtc,214,180,2.000.000,229,100.000
Senin,25,5,100.000,mtc,520,433,1.555.345.355,103,500.000
Sabtu,22,2,50.000,bnb,539,740,2.000.000,407,100.000
Senin,4,1,100.000,btc,382,857,100.000,326,500.000
Senin,12,6,500.000,mtc,530,720,100.000,407,100.000
Minggu,25,2,100.000,bnb,351,861,2.000.000,381,100.000
Kamis,8,2,50.000,bnb,500,801,100.000,156,500.000
Senin,11,1,500.000,bnb,384,241,1.555.345.355,383,500.000
Selasa,5,1,100.000,btc,262,450,2.000.000,414,500.000
Selasa,9,3,50.000,bnb,500,855,2.000.000,241,500.000
Rabu,10,10,100.000,btc,378,669,1.555.345.355,358,100.000
Selasa,17,1,50.000,bnb,562,932,2.000.000,421,2.000.000
Senin,21,8,500.000,mtc,497,80,2.000.000,372,100.000
Jumat,7,3,50.000,mtc,233,464,2.000.000,331,500.000
Minggu,5,8,100.000,bnb,285,733,1.555.345.355,413,2.000.000
Selasa,30,9,100.000,btc,465,29,1.555.345.355,430,2.000.000
Minggu,21,5,100.000,btc,222,230,2.000.000,192,100.000
Senin,29,3,50.000,btc,519,205,2.000.000,152,500.000
Minggu,19,5,500.000,bnb,445,864,2.000.000,137,100.000
Rabu,16,9,50.000,btc,563,988,100.000,138,100.000
Rabu,25,2,100.000,bnb,363,962,2.000.000,228,2.000.000
Senin,29,2,50.000,bnb,391,398,1.555.345.355,386,2.000.000
Rabu,12,11,100.000,bnb,566,144,2.000.000,327,2.000.000
Kamis,25,6,100.000,bnb,349,341,2.000.000,460,2.000.000
Senin,28,2,500.000,mtc,538,564,1.555.345.355,366,2.000.000
Jumat,24,4,100.000,mtc,481,974,100.000,132,2.000.000
Senin,2,10,500.000,bnb,316,314,100.000,352,500.000
Selasa,11,1,50.000,mtc,254,266,2.000.000,152,2.000.000
Rabu,18,9,50.000,mtc,547,598,100.000,460,2.000.000
Sabtu,5,2,500.000,mtc,319,63,1.555.345.355,411,100.000
Sabtu,2,6,100.000,bnb,379,583,1.555.345.355,486,500.000
Kamis,9,11,500.000,bnb,481,88,100.000,154,100.000
Rabu,10,5,500.000,btc,430,465,100.000,239,500.000
Kamis,25,5,100.000,bnb,539,269,2.000.000,158,500.000
Kamis,26,5,100.000,btc,537,47,2.000.000,190,100.000
Kamis,4,7,100.000,bnb,426,29,100.000,372,500.000
Rabu,8,1,500.000,btc,238,642,1.555.345.355,333,100.000
Kamis,16,0,100.000,bnb,372,508,2.000.000,200,2.000.000
Rabu,24,7,500.000,bnb,330,20,100.000,101,500.000
Kamis,21,8,500.000,bnb,296,656,100.000,141,2.000.000
Senin,24,2,50.000,mtc,256,963,100.000,338,2.000.000
Selasa,11,6,100.000,mtc,238,382,1.555.345.355,244,500.000
Sabtu,26,6,100.000,bnb,496,756,1.555.345.355,122,100.000
Selasa,7,0,50.000,mtc,316,647,100.000,326,500.000
Kamis,18,0,50.000,mtc,390,108,100.000,499,500.000
Minggu,5,8,500.000,btc,577,500,2.000.000,449,100.000
Minggu,3,8,100.000,btc,526,766,100.000,392,500.000
Rabu,2,8,50.000,mtc,545,663,2.000.000,134,100.000
Sabtu,26,7,50.000,bnb,341,112,1.555.345.355,342,100.000
Minggu,4,7,500.000,bnb,500,994,1.555.345.355,307,100.000
Sabtu,24,5,500.000,mtc,361,746,100.000,412,500.000
Sabtu,23,6,500.000,btc,273,402,2.000.000,377,2.000.000
Rabu,26,8,500.000,btc,465,99,2.000.000,282,2.000.000
Selasa,9,11,100.000,mtc,239,902,1.555.345.355,253,2.000.000
Sabtu,22,9,500.000,mtc,512,909,2.000.000,127,500.000
Jumat,20,3,500.000,mtc,306,421,2.000.000,317,500.000
